tokens,pos_tags
किंग,NN
मेकरकेँ,NN
।,SYM
→,SYM
बिहार,NNP
विधानसभा,NN
चुनावक,NN
चारिम,QC
चरणमे,NN
,QC
सीटपर,NN
वोटिंग,NN
खत्म,VM
भऽ,VAUX
गेल,VAUX
।,SYM
वोटिंग,NN
कहल,VM
जाय,VAUX
तऽ,CC
मिलाजुला,NN
कऽ,PSP
अखन,NST
धरि,NN
शांतिपूर्ण,NN
रहल,VM
अछि,VAUX
।,SYM
चारि,QC
चरण,NN
लगा,VM
कऽ,VAUX
अखन,NST
धरि,NN
,QC
सीटपर,NN
वोट,NN
पड़ि,VM
चुकल,VAUX
अछि,VAUX
।,SYM
आब,NST
नौ,QC
आओर,CC
,QC
नवंबर,NN
बाला,NN
वोटिंग,NN
बाकी,VM
रहल,VAUX
अछि,VAUX
।,SYM
,QC
सीटक,NN
लेल,CC
भऽ,VM
रहल,VAUX
चुनावकेर,NN
मतगणना,NN
,QC
नवंबरकेँ,NNP
होयत,VM
।,SYM
आठ,QC
जिलामे,NN
पड़ल,VM
एहि,DEM
वोटिंगमे,NN
,QC
उम्मीदवारक,NN
भाग्य,NN
दांवपर,VM
अछि,VAUX
।,SYM
एहिमे,PRP
,QC
टा,RP
महिला,NN
उम्मीदवार,NN
सेहो,RP
शामिल,VM
छथिन्ह,VAUX
।,SYM
एहि,PRP
दौरमे,NN
अश्विनी,NNP
चौबे,NNP
नंद,NNP
किशोर,NNP
यादव,NNP
अनंत,NNP
सिंह,NNP
शकुनी,NNP
चौधरी,NNP
विजय,NNP
कृष्ण,NNP
सदानंद,NNP
सिंह,NNP
आओर,SYM
पशुपति,NNP
कुमार,NNP
पारस,NNP
जेहन,RB
दिग्गज,JJ
नेताक,NN
क्षेत्रमे,NN
वोट,NN
पड़ल,VM
।,SYM
आठ,QC
जिला,NN
जाहिमे,PRP
एक,QC
नवंबरकेँ,NNP
वोट,VM
पड़ल,VAUX
ओहिमे,PRP
पटनाक,NNP
,QC
बेगूसरायक,NNP
सात,QC
खगड़ियाक,NNP
चारि,QC
भागलपुरक,NNP
सात,QC
बांकाक,NNP
पाँच,QC
जमुईक,NNP
चारि,QC
मुंगेरक,NNP
तीन,QC
आओर,CC
लखीसरायकेर,NNP
दू,QC
विधानसभा,NN
क्षेत्र,NN
शामिल,VM
अछि,VAUX
।,SYM
वोटिंगकेँ,NN
लेल,CC
सुरक्षाक,NN
भारी,RB
इंतजाम,VM
कयल,VAUX
गेल,VAUX
छल,VAUX
।,SYM
हेलीकॉप्टरसँ,NN
सेहो,RP
निगरानी,VM
कयल,VAUX
गेल,VAUX
।,SYM
असलमे,NN
चारिम,QC
चरणक,NN
वोटिंग,NN
बाला,NN
इलाका,NN
नक्सल,NNP
प्रभावित,NN
आओर,CC
दियारा,NNP
क्षेत्रमे,NN
छल,VM
।,SYM
दीपावली,NNP
आओर,CC
छठिकेँ,NNP
देखैत,VM
लगैत,VAUX
अछि,VAUX
अगिला,NST
चरणमे,NN
वोटिंगकेँ,NN
प्रतिशत,NN
बेसी,RB
रहबाक,VM
चाही,VAUX
।,SYM
→,SYM
दिल्लीमे,NNP
राजपथपर,NNP
होय,VM
बाला,VAUX
गणतंत्र,NNP
दिवस,NNP
समारोहमे,NN
एहि,PRP
बेर,NST
मिथिलाक,NNP
लोक,NN
संस्कृतिक,NN
छटा,NN
देखय,VM
लेल,VAUX
मिलत,VAUX
।,SYM
ई,DEM
छटा,NN
गणतंत्र,NNP
दिवस,NNP
समारोहमे,NN
बिहारक,NNP
झाँकीमे,NN
मिलत,VM
।,SYM
झाँकीमे,NN
मिथिलाक,NNP
लोक,NN
संस्कृतिमे,NN
सौराठ,NN
सभा,NN
आओर,CC
मधुबनी,NNP
पेंटिंग,NN
आकर्षणक,NN
केंद्र,NN
रहत,VM
।,SYM
मिथिलाक,NNP
लोक,NN
संस्कृति,NN
दुनिया,NN
भरिमे,JJ
अपन,PRP
एक,QC
टा,RP
अलग,JJ
छटा,NN
पसरैत,VM
रहल,VAUX
अछि,VAUX
।,SYM
मिथिलाक,NNP
लोककला,NN
भाषा,NN
साहित्य,NN
रहन,NN
सहन,NN
खान,NN
पान,NN
गीतनाद,NNP
शादी,NN
विआह,NN
सभकेँ,QF
अपन,PRP
अलग,JJ
पहिचान,NN
अछि,VM
।,SYM
सभ,PRP
अपनामे,PRP
एक,QC
टा,RP
विविधता,RB
लेने,VM
अछि,VAUX
।,SYM
मधुबनी,NNP
पेंटिंगकेँ,NN
तऽ,RP
गपे,NN
छोड़ु,VM
।,SYM
दुनिया,NN
भरिमे,PRP
अपन,PRP
धाक,NN
जमा,VM
चुकल,VAUX
अछि,VAUX
।,SYM
तऽ,CC
झाँकीमे,NN
पेंटिंगक,NN
संग,PSP
मिथिलाक,NST
रहन,NN
सहन,NN
पहिरन,NN
सौराठ,NN
सभाक,NN
विआह,NN
पंजीकार,NN
सभक,QF
झलक,NN
मिलत,VM
ई,PRP
मिथिलाक,NNP
लेल,CC
गर्वक,NN
बात,NN
अछि,VM
।,SYM
गणतंत्र,NNP
दिवस,NNP
समारोहमे,NN
होय,VM
बाला,VAUX
झाँकी,NN
देखय,VM
लेल,CC
दुनिया,NN
भरिसँ,JJ
लोक,NN
आबय,VM
छथिन्ह,VAUX
आओर,CC
दुनिया,NN
भरिमे,JJ
टीवीपर,NN
लोक,NN
सभ,QF
सेहो,RP
देखय,VM
छथिन्ह,VAUX
।,SYM
कोनो,PRP
नइँ,NEG
कोनो,PRP
देशक,NN
राष्ट्रपति,NN
या,CC
प्रधानमंत्री,NN
सेहो,RP
मुख्य,JJ
अतिथिक,NN
रूपमे,NN
मौजूद,VM
रहय,VAUX
छथिन्ह,VAUX
।,SYM
एहि,PRP
तरहेँ,NN
झाँकीक,NN
मार्फतसँ,NN
दुनियाक,NN
सोझा,JJ
मिथिलाक,NNP
झाँकी,NN
पेश,VM
कयल,VAUX
जायत,VAUX
।,SYM
→,SYM
सीतामढ़ीक,NNP
रुन्नीसैदपुरमे,NNP
तटबंध,NN
टूटलाक,VM
बादसँ,PSP
बड़का,JJ
इलाकामे,NN
बाढ़ि,VM
आबि,VAUX
गेल,VAUX
अछि,VAUX
.,SYM
।,SYM
कय,PRP
टा,RP
गाममे,NN
पानि,NN
घुसि,VM
गेल,VAUX
अछि,VAUX
।,SYM
कतेक,PRP
गाम,NN
घर,NN
डूबि,VM
गेल,VAUX
अछि,VAUX
।,SYM
लोककेँ,NN
भारी,JJ
परेशानीक,NN
सामना,VM
करय,VAUX
पड़ि,VM
रहल,VAUX
छनि,VAUX
।,SYM
ओना,PRP
काल्हि,NST
कय,PRP
टा,RP
बड़का,JJ
अधिकारी,NN
सभ,QF
इलाकाक,NN
दौरा,VM
कऽ,VAUX
मुख्यमंत्रीकेँ,NN
रिपोर्ट,NN
देलखिन्ह,VM
जकर,CC
बाद,PSP
स्वयं,PRP
मुख्यमंत्री,NN
नीतीश,NNP
कुमार,NNP
इलाकाक,NN
हवाई,NN
सर्वेक्षण,NN
कयलखिन्ह,VM
।,SYM
दौरा,NN
कयलाक,VM
बाद,PSP
मुख्यमंत्री,NN
तटबंध,NN
टूटयकेँ,VM
कारणक,NN
जाँचक,VM
आदेश,VM
दऽ,VAUX
देलखिन्ह,VAUX
।,SYM
बाढ़िक,NN
बादसँ,PSP
लोक,NN
सभ,QF
ऊँच,JJ
स्थानपर,NN
शरण,VM
लेने,VAUX
छथिन्ह,VAUX
।,SYM
किछु,QF
लोक,NN
तऽ,RP
गाम,NN
घरमे,NN
जे,CC
छत,NN
बाला,NN
मकान,NN
अछि,VM
ओहिपर,NN
जा,VM
कऽ,VAUX
रहि,VM
रहल,VAUX
छथिन्ह,VAUX
।,SYM
बेसी,QF
लोक,NN
तऽ,RP
जी,NN
जान,NN
बचा,VM
कऽ,VAUX
बाँधपर,NN
शरण,VM
लेने,VAUX
छथिन्ह,VAUX
।,SYM
बाढ़िमे,NN
तऽ,RP
इहे,PRP
होइत,VM
अछि,VAUX
जे,CC
खाय,VM
पिबय,VM
दिशा,NN
शौच,NN
सभक,PRP
दिक्कत,VM
।,SYM
चारु,QC
कात,NN
पानिये,NN
पानि,RDP
।,SYM
एकरे,PRP
संग,PSP
बागमतीमे,NN
जलस्तर,NN
बढ़यसँ,VM
पानिक,NN
धार,NN
सेहो,RP
तेज,RB
अछि,VM
।,SYM
ओना,PRP
एहि,PRP
बेर,NST
एक,QC
बात,NN
अछि,VM
कि,CC
मुख्यमंत्रीक,NN
निर्देशपर,NN
प्रशासन,NN
तुरंत,RB
हरकतमे,NN
आयल,VM
अछि,VAUX
।,SYM
लोककेँ,NN
तिरपाल,NN
आओर,CC
चूड़ा,NN
गुँड़,NN
बाँटल,VM
गेल,VAUX
अछि,VAUX
।,SYM
मुदा,CC
अखनो,NST
बड़,JJ
लोकक,NN
शिकायत,VM
छनि,VAUX
जे,CC
हुनका,PRP
कोनो,PRP
राहत,VM
मदद,VM
नहि,NEG
मिललन्हि,VAUX
।,SYM
बागमतीक,NNP
पानि,NN
बढ़यकेँ,VM
कारण,NN
सीतामढ़ीसँ,NNP
मुजफ्फरपुरक,NNP
बीच,NST
मेन,NN
रोड,NN
नेशनल,NNP
हाइवेपर,NST
सेहो,RP
डाँड़,NN
भरि,PSP
पानि,NN
चलि,VM
रहल,VAUX
अछि,VAUX
।,SYM
अखन,NST
तऽ,RP
पानिक,NN
बीच,NST
कहुना,PRP
कऽ,PSP
लोक,NN
आबि,VM
जा,VM
रहल,VAUX
छथि,VAUX
।,SYM
मुदा,CC
पानि,NN
किछु,PRP
आओर,CC
बढ़ल,VM
तऽ,RP
हाइवे,NN
सेहो,RP
बंद,VM
भऽ,VAUX
सकैत,VAUX
अछि,VAUX
आओर,CC
सड़क,NN
सम्पर्क,NN
टूटि,VM
सकैत,VAUX
अछि,VAUX
।,SYM
ओना,PRP
दोसर,QO
आओर,CC
कतोक,PRP
इलाकाक,NN
सड़क,NN
सम्पर्क,NN
तऽ,RP
पहिनहि,NST
टूटि,VM
चुकल,VAUX
अछि,VAUX
।,SYM
भने,JJ
अहाँ,PRP
कोनो,PRP
प्रतियोगिता,NN
क्विजमे,NN
भाग,VM
लेने,VAUX
होय,VAUX
वा,CC
नहि,NEG
।,SYM
मुदा,CC
अहाँक,PRP
लग,PSP
जे,DEM
मेल,NN
आयत,VM
ओहिमे,PRP
अहाँकेँ,PRP
बताओल,VM
जायत,VAUX
कि,CC
अहाँ,PRP
फलाँ,NN
लॉटरी,NN
आ,CC
ईनाम,NN
जीतलहुँ,VM
अछि,VAUX
।,SYM
अहाँ,PRP
भने,JJ
कोनो,PRP
नौकरीक,NN
लेल,CC
फॉर्म,NN
भरने,VM
होय,VAUX
वा,CC
नहि,NEG
मुदा,CC
अहाँकेँ,PRP
नौकरीक,NN
ऑफर,NN
मिलत,VM
विदेशमे,NN
नौकरीक,NN
लेल,CC
चुनल,VM
जायक,VAUX
पत्र,NN
मिलत,VM
।,SYM
विदेशमे,NN
कियो,PRP
होय,VM
वा,CC
नहि,NEG
अहाँ,PRP
केँ,PSP
मेलआयत,VM
जे,CC
फलाँ,NN
आदमी,NN
मरलाक,VM
बाद,PSP
अहाँक,PRP
लेल,CC
एतेक,PRP
धन,NN
संपत्ति,NN
छोड़ि,VM
गेलाह,VAUX
अछि,VAUX
।,SYM
अपन,PRP
वसीयत,NN
अहाँक,PRP
नामपर,NN
कऽ,VM
गेलाह,VAUX
अछि,VAUX
।,SYM
कतोक,PRP
बेर,NST
तऽ,RP
एहन,JJ
मेल,NN
आयत,VM
जे,CC
हम,PRP
मुश्किलमे,NN
छी,VM
होटल,NN
टैक्सी,NN
गाड़ी,NN
घोड़ाक,NN
बिल,NN
चुकाबयकेँ,VM
लेल,CC
पाइ,NN
नहि,NEG
अछि,VM
।,SYM
मदद,VM
करु,VAUX
।,SYM
कतोक,PRP
बेर,NST
बैंकक,NN
दिससँ,PSP
सेहो,RP
मेल,NN
रहैत,VM
अछि,VAUX
जाहिमे,PRP
अहाँकेँ,PRP
बैंकक,NN
जानकारीक,NN
अपडेट,VM
करयकेँ,VAUX
कहल,VM
जाइत,VAUX
अछि,VAUX
।,SYM
पासवर्ड,NN
बताबय,VM
लेल,CC
कहल,VM
जाइत,VAUX
अछि,VAUX
।,SYM
ईमेलक,NN
आखिरमे,NN
बीमा,NN
भुगतान,VM
सीमा,NN
शुल्क,NN
भुगतान,VM
कुरियर,NN
,,VM
पुलिस,NN
अधिकारीकेँ,NN
रिश्वत,NN
देबयकेँ,VM
लेल,CC
वीजा,NN
आओर,CC
दोसर,QO
शुल्कक,NN
लेल,CC
मददक,VM
लेल,CC
पाई,NN
माँगल,VM
जाइत,VAUX
अछि,VAUX
।,SYM
ओ,PRP
अहाँसँ,PRP
पता,NN
फोन,NN
नम्बरक,NN
संग,PSP
बैंकखाताक,NN
जानकारी,NN
सेहो,RP
माँगत,VM
।,SYM
कतोक,PRP
तरहक,NN
शुल्कक,NN
लेल,CC
ओ,PRP
अहाँकेँ,PRP
अपन,PRP
खातामे,NN
पाइ,NN
जमा,VM
करय,VAUX
लेल,VAUX
कहत,VM
।,SYM
गुमराह,VM
करय,VAUX
बाला,NN
ईमेलक,NN
जालमे,NN
नहि,NEG
फँसु,VM
।,SYM
एहन,PRP
तरहक,NN
कोनो,PRP
मेल,NN
आबय,VM
तऽ,RP
सभसँ,PRP
पहिने,NST
तऽ,RP
ओकरा,PRP
स्पैम,NN
रिपोर्ट,VM
कऽ,VAUX
दिऔ,VAUX
।,SYM
फेर,RB
ओहि,PRP
तरहक,NN
मेल,NN
एनाइ,VM
नहि,NEG
रुकैत,VM
अछि,VAUX
तऽ,CC
ओकर,PRP
सूचना,NN
पुलिसकेँ,NN
देल,VM
करु,VAUX
।,SYM
दिल्लीमे,NNP
तऽ,RP
अहाँ,PRP
एहि,PRP
तरहक,NN
मेलक,NN
खबर,NN
खबर,NN
ओर,CC
,QC
नंबरपर,NN
फोन,NN
कऽ,VM
सेहो,RP
दऽ,VM
सकय,VAUX
छी,VAUX
।,SYM
कनी,PRP
धनक,NN
लोभमे,NN
अहाँ,PRP
अपन,PRP
जीवन,NN
भरिकेँ,NN
कमाई,NN
गवाँ,VM
सकय,VAUX
छी,VAUX
।,SYM
एहन,PRP
ईमेलसँ,NN
बचि,VM
कऽ,VAUX
रहब,VAUX
।,SYM
→,SYM
भारत,NNP
की,PSP
कम्युनिस्ट,NNP
पार्टी,NNP
(,SYM
मार्क्सवादी,NNP
लेनिनवादी,NNP
),SYM
-,SYM
लोकसभा,NN
चुनावक,NN
लेल,CC
बिहारसँ,NNP
,QC
उम्मीदवारक,NN
सूची,NN
जारी,VM
कऽ,VAUX
देलक,VAUX
अछि,VAUX
।,SYM
मिथिलाक,NNP
हिसाबसँ,NN
देखल,VM
जाय,VAUX
तऽ,CC
मुजफ्फरपुरसँ,NNP
जीतेन्द्र,NNP
यादव,NNP
समस्तीपुरसँ,NNP
जीवन,NNP
पासवान,NNP
दरभंगासँ,NNP
सत्यनारायण,NNP
मुखिया,NN
झंझारपुरसँ,NNP
जोगनाथ,NNP
मंडल,NNP
पूर्णियासँ,NNP
माधवी,NNP
सरकार,NN
कटिहारसँ,NNP
महबूब,NNP
आलम,NNP
आओर,CC
अररियासँ,NNP
कमली,NNP
देवीकेँ,NNP
टिकट,NN
देल,VM
गेल,VAUX
अछि,VAUX
।,SYM
→,SYM
बिहार,NNP
विधानसभा,NN
चुनाव,NN
लेल,CC
प्रथम,QO
चरणक,NN
मतदान,NN
खत्म,VM
भऽ,VAUX
गेल,VAUX
अछि,VAUX
।,SYM
आठ,QC
जिलाक,NN
,QC
विधानसभा,NN
क्षेत्रमे,NN
करीब,JJ
,QC
%,SYM
वोट,NN
पड़ल,VM
।,SYM
छोट,JJ
मोट,JJ
घटनाकेँ,NN
छोड़ि,VM
देल,VAUX
जाय,VAUX
तऽ,CC
कहि,VM
सकय,VAUX
छी,VAUX
मतदान,NN
शाँतिपूर्ण,NN
रहल,VM
।,SYM
किछु,PRP
ठामसँ,NST
मतदानक,NN
बहिष्कार,VM
करयकेँ,VAUX
खबर,NN
मिलल,VM
।,SYM
मुदा,CC
ओकर,PRP
खास,JJ
असर,NN
नहि,NEG
रहल,VM
।,SYM
पहिल,QO
चरणमे,NN
जाहि,PRP
ठाम,NST
वोट,NN
पड़ल,VM
अछि,VAUX
ओ,PRP
मिथिलाक,NNP
कोसी,NNP
आओर,CC
सीमांचल,NNP
बाला,PSP
इलाका,NN
अछि,VM
।,SYM
जाहि,PRP
,QC
सीटपर,NN
चुनाव,NN
भेल,VM
अछि,VAUX
ओहिमे,PRP
अररियाक,NNP
छह,VM
सुपौलक,NNP
पाँच,QC
किशनगंजक,NNP
चारि,QO
पूर्णियाक,NNP
सात,QC
कटिहारक,NNP
सात,QC
सहरसाक,NNP
चारि,QC
मधेपुराक,NNP
चारि,QC
आओर,CC
मधुबनी,NNP
जिलाक,NN
,QC
सीट,NN
शामिल,VM
अछि,VAUX
।,SYM
एहि,PRP
मतदानमे,NN
कय,WQ
टा,RP
दिग्गजक,JJ
भाग्य,NN
सेहो,RP
दाँवपर,VM
अछि,VAUX
।,SYM
जाहिमे,PRP
नीतीश,NNP
सरकारक,NN
चारि,QC
टा,RP
मंत्री,NN
सेहो,RP
शामिल,VM
छथिन्ह,VAUX
।,SYM
एहिक,PRP
संग,PSP
आनंद,NNP
मोहनक,NNP
पत्नी,NN
लवली,NST
आनंद,NNP
पप्पू,NNP
आनंदक,NNP
पत्नी,NN
रंजीता,NNP
रंजन,NNP
सेहो,RP
मैदानमे,NN
छथिन्ह,VM
।,SYM
लवली,NNP
आनंद,NNP
आलमनगरसँ,NNP
आओर,CC
रंजीता,NNP
रंजन,NNP
बिहारीगंजसँ,NNP
काँग्रेसक,NNP
उम्मीदवार,NN
छथिन्ह,VM
।,SYM
जोकिहाटसँ,PRP
पूर्व,NN
केंद्रीय,NN
मंत्री,NN
तस्लीमुद्दीनक,NNP
सुपुत्र,NN
सरफराज,NNP
आलम,NNP
जदयूसँ,NNP
ठाढ़,VM
छथिन्ह,VAUX
।,SYM
बाहुबली,JJ
दिलीप,NNP
यादव,NNP
आरजेडीक,NNP
टिकटपर,NN
धमदाहासँ,NNP
अपन,PRP
धमक,RB
कायम,VM
राखयकेँ,VAUX
कोशिशमे,NN
छथिन्ह,VAUX
।,SYM
हिनकर,PRP
मुकाबला,NN
पूर्व,NN
बाहुबली,JJ
बुट्टन,NNP
सिंहक,NNP
पत्नी,NN
लेसी,NNP
सिंहसँ,NNP
छनि,VM
जखन,NST
कि,CC
पूर्व,NN
बाहुबली,JJ
अवधेश,NNP
मंडलक,NNP
पत्नी,NN
बीमा,NNP
भारती,NNP
जेडीयूकेँ,NNP
टिकटपर,NN
रूपौलीसँ,NNP
ठाढ़,VM
छथिन्ह,VAUX
।,SYM
वोट,NN
देबयकेँ,VM
लेल,CC
भोरेसँ,NN
मतदाताक,NN
लाइन,NN
लगि,VM
गेल,VAUX
छल,VAUX
।,SYM
लोक,NN
सभ,QF
उत्साहक,NN
संग,PSP
वोट,NN
देबय,VM
लेल,VAUX
आगाँ,NST
अयलाह,VM
।,SYM
ओना,PRP
कतोक,PRP
ठाम,NST
किछु,QF
ईवीएममे,NNP
खराबीकेँ,NN
शिकायत,VM
सेहो,RP
आयल,VAUX
मुदा,CC
ओकरा,PRP
ठीक,VM
कऽ,VAUX
लेल,CC
गेल,VM
।,SYM
वोट,NN
देबय,VM
लेल,VAUX
काफी,QF
संख्यामे,NN
महिला,NN
सभ,QF
सेहो,RP
देर,NST
धरि,NST
लाइनमे,NN
लागल,VM
रहलीह,VAUX
।,SYM
वोटिंगकेँ,NN
दौरान,NST
दिलक,VM
दौरा,NN
पड़यसँ,VM
कटिहार,NNP
आओर,CC
मधुबनीमे,NNP
एक,QC
एक,RDP
टा,RP
चुनाव,NN
कर्मचारीक,NN
निधन,VM
सेहो,RP
भऽ,VAUX
गेलन्हि,VAUX
।,SYM
पहिल,QO
चरणमे,NN
वोटिंग,NN
खत्म,VM
होयकेँ,VAUX
संग,PSP
,QC
उम्मीदवारक,NN
भाग्य,NN
ईवीएम,NNP
मशीनमे,NN
बंद,VM
भऽ,VAUX
गेल,VAUX
अछि,VAUX
।,SYM
एहिक,PRP
लेल,CC
करीब,JJ
साढ़े,QC
दस,QC
हजार,NN
बूथ,NN
बनाओल,VM
गेल,VAUX
छल,VAUX
।,SYM
जाहि,PRP
ठाम,NST
करीब,JJ
,QC
हजार,NN
ईवीएम,NNP
मशीनसँ,NN
वोटिंग,VM
भेल,VAUX
।,SYM
वोटिंगकेँ,NN
लेल,CC
सुरक्षाक,NN
तगड़ा,JJ
इंतजाम,NN
कयल,VM
गेल,VAUX
छल,VAUX
।,SYM
बिहारमे,NNP
,QC
सीटक,NN
लेल,CC
छह,QC
चरणमे,NN
मतदान,VM
होयत,VAUX
।,SYM
→,SYM
नेपालक,NNP
वीरगंजसँ,NNP
एक,QF
टा,RP
नवका,JJ
टीवी,NN
चैनल,NN
तराई,NNP
टेलीविजन,NN
शुरू,VM
भेल,VAUX
अछि,VAUX
।,SYM
तराई,NNP
टीवी,NN
नेपालक,NNP
संग,PSP
संग,RDP
मुख्य,JJ
रूपसँ,NN
बिहार,NNP
आओर,CC
उत्तर,NST
प्रदेशक,NNP
तराई,NNP
बॉर्डर,NN
इलाकाक,NN
लोकक,NN
लेल,CC
शुरू,VM
कयल,VAUX
गेल,VAUX
अछि,VAUX
।,SYM
चौबीसों,QO
घंटा,NN
बाला,PSP
एहि,PRP
चैनलपर,NN
नेपालीक,NNP
संग,PSP
मैथिली,NNP
भोजपुरी,NNP
आओर,CC
हिंदीमे,NNP
सेहो,RP
कार्यक्रम,NN
प्रसारित,VM
कयल,VAUX
जायत,VAUX
।,SYM
एहि,PRP
चैनलमे,NN
तराईक,NNP
लोककेँ,NN
ध्यानमे,NN
रखैत,VM
कार्यक्रमक,NN
प्रसारण,VM
कयल,VAUX
जायत,VAUX
।,SYM
एहि,PRP
चैनलपर,NN
मधेशी,NNP
लोकक,NN
समस्या,NN
परेशानी,NN
मुद्दाकेँ,NN
उठाबयकेँ,VM
संग,PSP
एहि,PRP
इलाकाक,NN
संस्कृति,NN
रहन,NN
सहन,NN
पावनि-,NN
तिहारकेँ,NN
प्रमुखता,JJ
देल,VM
जायत,VAUX
।,SYM
चैनलपर,NN
समाचारक,NN
संगहि,PSP
सभ,PRP
तरहक,NN
धारावाहिक,NN
कार्यक्रम,NN
सेहो,RP
देखाओल,VM
जायत,VAUX
।,SYM
ओना,PRP
फिल्म,NN
संगीत,NN
गीतनादक,NN
कार्यक्रमक,NN
कनी,QF
बेसी,JJ
जगह,NN
देल,VM
जायत,VAUX
।,SYM
तराईक,NNP
लोकक,NN
अपन,PRP
भाषामे,NN
आयल,VM
ई,DEM
चैनल,NN
लोककेँ,NN
एक,QC
टा,RP
आओर,CC
विकल्प,NN
उपलब्ध,VM
कराओत,VAUX
।,SYM
ओना,PRP
महुआ,NNP
चैनलक,NN
बाद,PSP
ई,DEM
पहिल,QO
चैनल,NN
होयत,VM
जाहिपर,PRP
पूरा,JJ
तरहसँ,NN
भोजपुरी,NNP
मैथिलीमे,NNP
कार्यक्रम,NN
आयत,VM
।,SYM
ओना,PRP
तऽ,RP
नेपाल,NNP
पर,QO
अखनो,NST
घंटा,NN
धरिकेँ,NN
मैथिलीमे,NNP
कार्यक्रमक,NN
प्रसारण,VM
होइत,VAUX
अछि,VAUX
।,SYM
सहारा,NNP
समय,NN
बिहार,NNP
झारखंडपर,NNP
मैथिली,NNP
आओर,CC
भोजपुरीमे,NNP
कार्यक्रमक,NN
प्रसारण,VM
शुरू,VAUX
भेल,VAUX
छल,VAUX
मुदा,CC
ओ,PRP
बेसी,JJ
दिन,NN
धरि,NST
जारी,VM
नहि,NEG
रहि,VAUX
सकल,VAUX
।,SYM
ओकरा,PRP
बंद,VM
कऽ,VAUX
देल,VAUX
गेल,VAUX
।,SYM
ओना,PRP
सहाराक,NNP
मैथिली,NNP
कार्यक्रम,NN
मिथिलामे,NNP
खूब,QF
लोकप्रिय,NN
छल,VM
।,SYM
नेपालसँ,NNP
एफएमपर,NNP
सेहो,RP
मैथिली,NNP
कार्यक्रम,NN
आबैत,VM
अछि,VAUX
ओ,CC
बड़,JJ
लोकप्रिय,NN
अछि,VM
।,SYM
उम्मीद,NN
कयल,VM
जा,VM
रहल,VAUX
अछि,VAUX
तराई,NNP
टेलीविजनक,NN
मैथिली,NNP
भोजपुरी,NNP
कार्यक्रम,NN
सेहो,RP
लोकप्रिय,NN
होयत,VM
।,SYM
ई,PRP
सभ,QF
तऽ,RP
नीक,JJ
अछि,VM
मुदा,CC
अहाँकेँ,PRP
नहि,NEG
लगैत,VM
अछि,VAUX
जे,CC
मैथिलीमे,NNP
सेहो,RP
एक,QC
टा,RP
चैनल,NN
होयबाक,VM
चाही,VAUX
छल,VAUX
?,SYM
की,WQ
अहाँकेँ,PRP
नहि,NEG
लगैत,VM
अछि,VAUX
जे,CC
मीडियामे,NN
मिथिलाक,NNP
लोकक,NN
भरमार,JJ
रहैत,VM
एको,QO
टा,RP
मैथिली,NNP
चैनल,NN
नहि,NEG
खुललासँ,VM
मिथिला,NNP
अखन,NST
धरि,NN
पिछड़ल,VM
अछि,VAUX
?,SYM
अपन,PRP
विचारसँ,NN
अवगत,VM
करायब,VAUX
?,SYM
→,SYM
महाराष्ट्र,NNP
विधानसभामे,NN
महाराष्ट्र,NST
नवनिर्माण,NNP
सेनाक,NN
विधायक,NN
जमि,VM
कऽ,VAUX
बबाल,VM
