tokens,pos_tags
एकदम,INTF
से,PSP
छहंतर,JJ
हो,VM
छउँड़ी,NN
तोहर,PRP
बात,NN
नञ्,NEG
सुनतो,VM
।,SYM
छिटकिनी,NN
=,SYM
सिटकिनी,NN
सोनामति,NNP
फुआ,NN
गोदी,NN
में,PSP
उठा,VM
लेलन,VAUX
।,SYM
टाँग,RB
के,PSP
कोहबर,NN
में,PSP
ले,VM
अयलन,VAUX
भीतरे,NST
से,PSP
छिटकिनी,NN
लगा,VM
देलन,VAUX
।,SYM
का,WQ
जानी,VM
कउन,WQ
मंतर,NN
पढ़वलन,VAUX
कि,CC
चंद्रकांती,NNP
जयमाला,NN
मजलिस,NN
में,PSP
जाय,VM
ला,PSP
तइयार,VAUX
हो,VAUX
गेल,VAUX
।,SYM
फिना,RB
से,PSP
लगनउती,JJ
साड़ी-लहँगा,NN
चोली-ओढ़नी,NN
धारन,VM
करके,VAUX
',SYM
खटपरूस,JJ
',SYM
औरत,NN
लेखा,RB
पाँव,NN
बढ़ावित,VM
गेल,VAUX
।,SYM
छित्तीछाँय,NN
दे॰,RP
छित्ति-छाँय,NN
जल्दी,RB
से,PSP
मनीऑडर,NN
भेजऽ,VM
।,SYM
एहाँ,NST
सौ-सौ,QC
रुपिया,NN
ले,PSP
छित्तीछाँय,NN
होवे,VM
पड़,VAUX
रहल,VAUX
हे,VAUX
।,SYM
छिनरघात,NN
जादे,RB
सहजा,VM
हे,VAUX
जे,PRP
जल्दी,RB
बुता,VM
हे,VAUX
।,SYM
ढेर,JJ
छिनरघात,NN
नञ्,NEG
धरऽ,VM
।,SYM
छुच्छा,NN
चलऽ,VM
!,SYM
पार-घाट,NN
लग,VM
गेलइ,VAUX
।,SYM
छुच्छा,NN
के,PSP
राम,NNP
रखबार,NN
।,SYM
छुट्टल,JJ
सभा-चउपाल,NN
में,PSP
बइठना,VM
छोड़के,VAUX
तूँ,PRP
मुरदघट्टी,NN
में,PSP
आसन,NN
जमइबऽ,VM
।,SYM
सासतरो,NN
रचलऽ,VM
-,SYM
मारन,NN
बसीकरन,NN
उच्चाटन,NN
मोहन,NNP
आकरसन,NN
आ,CC
न,NEG
जनी,VM
कउन-कउन,WQ
।,SYM
कानी,JJ
गइया,NN
के,PSP
अलगे,RB
बथान,VM
-,SYM
तूँ,PRP
देओता,NN
हऽ,VM
कि,CC
छुट्टल,JJ
अघोरी,NN
?,SYM
;,SYM
लोग,NN
तोरा,PRP
झुठे,RB
न,NEG
पिनाकी,JJ
कहऽ,VM
हथ,VAUX
।,SYM
तोरा,PRP
नियर,RB
छुट्टल,JJ
पिनाकी,NN
हम,PRP
कब्बो,NST
न,NEG
देखली,VM
।,SYM
तूँ,PRP
जहर,NN
पीलऽ,VM
कहाँ,WQ
हल,VM
जी,RP
?,SYM
कंठ,NN
में,PSP
रखले,VM
रह,VAUX
गेलऽ,VAUX
हल,VAUX
।,SYM
छुतका,NN
=,SYM
सूतक,JJ
छुतका,NN
चलते,VM
नञ्,NEG
खा,VM
रहलियो,VAUX
हे,VAUX
जी,RP
हमरा,PRP
हीं,RP
तो,CC
अपने,PRP
सब,QF
राबन,NNP
के,PSP
खनदान,NN
के,PSP
हे,VM
।,SYM
छोपना,NN
बेचारा,JJ
गनेस,NNP
नीमन,RB
से,PSP
धेयान,VM
देके,VAUX
हमर,PRP
दरबानी,NN
का,WQ
कइलक,VM
कि,CC
तूँ,PRP
ओकर,PRP
मुड़िये,NN
छोप,VM
लेलऽ,VAUX
।,SYM
छोपवाना,NN
देओता,NNP
लोग,NN
के,PSP
जनम,VM
देवेवला,VAUX
दक्ष,JJ
प्रजापति,NN
के,PSP
जग्ग,NN
में,PSP
तू,PRP
अप्पन,PRP
प्रधान,JJ
गण,NN
वीरभद्र,NNP
के,PSP
भेज,VM
के,PSP
जग्ग,NN
बिधंस,RB
करइलऽ,VM
आ,CC
ओकरे,PRP
हाँथे,NN
उनकर,PRP
मूड़ी,NN
छोपवा,VM
के,PSP
बकरा,NN
के,PSP
मूड़ी,NN
लगवइलऽ,VM
हल,VAUX
।,SYM
छौंड़ा,NN
एने-ओने,NST
मजूरवन,NN
के,PSP
छौंड़ा-छौंड़ी,NN
साथे,RB
खेले,VM
जाऊँ,VAUX
त,CC
दू,QC
दने,NST
से,PSP
धक्का,VM
लगे,VAUX
।,SYM
जा,VM
बबुआ,NN
एने,NST
न,NEG
आवऽ,VM
गढ़िया,PRP
के,PSP
लड़का,NN
ह,VM
हमन्हीं,PRP
के,PSP
बुतरू-बानर,NN
बनच्चर,JJ
हो,VM
मइया,NN
भइया,NN
मारथुन,VM
।,SYM
चल,VM
जा,VAUX
बबुआ,VM
चल,VM
जा,VAUX
अप्पन,PRP
गढ़िया,NN
दने,NST
खेलिहऽ,VM
।,SYM
एने,NST
घुर,VM
के,PSP
अप्पन,PRP
खाँढ़,NN
पहुँचूँ,VAUX
त,CC
ममा,NN
फटकारे,VM
लगथुन,VAUX
-,SYM
कहाँ,WQ
गेलहीं,VM
हल,VAUX
रे,INJ
?,SYM
ओने,NST
माल-मुसहर,NN
चोर-चमार,NN
दने,NST
खेले,VM
जा,VAUX
हँ,VAUX
।,SYM
ई,DEM
छौंड़ा,NN
बिगड़,VM
जइतइ,VAUX
।,SYM
छौंड़ा-छौंड़ी,NN
एने-ओने,NST
मजूरवन,NN
के,PSP
छौंड़ा-छौंड़ी,NN
साथे,RB
खेले,VM
जाऊँ,VAUX
त,CC
दू,QC
दने,NST
से,PSP
धक्का,VM
लगे,VAUX
।,SYM
जा,VM
बबुआ,NN
एने,NST
न,NEG
आवऽ,VM
गढ़िया,NN
के,PSP
लड़का,NN
ह,VM
हमन्हीं,PRP
के,PSP
बुतरू-बानर,NN
बनच्चर,JJ
हो,VM
मइया,NN
भइया,NN
मारथुन,VM
।,SYM
चल,VM
जा,VAUX
बबुआ,NN
चल,VM
जा,VAUX
अप्पन,PRP
गढ़िया,NN
दने,NST
खेलिहऽ,VM
।,SYM
एने,NST
घुर,VM
के,RB
अप्पन,PRP
खाँढ़,NN
पहुँचूँ,VM
त,CC
ममा,NN
फटकारे,VM
लगथुन,VAUX
-,SYM
कहाँ,WQ
गेलहीं,VM
हल,VAUX
रे,INJ
?,SYM
ओने,NST
माल-मुसहर,NN
चोर-चमार,NN
दने,NST
खेले,VM
जा,VAUX
हँ,VAUX
।,SYM
ई,PRP
छौंड़ा,NN
बिगड़,VM
जइतइ,VAUX
।,SYM
छौंहिन,NNP
इ,DEM
मेलवा,NN
भी,RP
अजब,JJ
बिडंबना,NN
हे,VM
।,SYM
सौंसे,QF
बगइचा,NN
में,PSP
अटान,NN
न,NEG
हे,VM
।,SYM
लाल-लाल,JJ
साड़ी,NN
में,PSP
जमनकिन,NN
हका,VM
-,SYM
बूढ़ियन,NN
भी,RP
कम,RB
न,NEG
हका,VM
छौंहिन,NNP
घंघरा-चोली,NN
में,PSP
चमकल,RB
चलऽ,VAUX
हे,VAUX
बढ़-बूढ़ा,NN
भी,RP
चमरौंधा,JJ
जूता,NN
पेहनले,VM
धोती-कुर्ता,NN
फेटा,NN
के,PSP
दमकयले,VM
हकइ,VAUX
।,SYM
जइसन,JJ
बिना,RB
पेंदी,NN
के,PSP
लोटा,NN
बिना,RB
गाँड़,NN
के,PSP
टेहरी,NN
बिना,RB
पतवार,NN
के,PSP
नाव,NN
पुरवइया,NN
चले,VM
लगल,VAUX
त,CC
पच्छिम,NN
रुखे,NST
बहे,VM
लगलूँ,VAUX
पछिया,NN
चले,VM
लगल,VAUX
त,CC
पूरब,NN
दने,NST
बहे,VM
लगलूँ,VAUX
।,SYM
जब,NST
जइसन,RB
तब,NST
तइसन,PSP
वाला,RP
इ,DEM
लोग,NN
के,PSP
असलीये,JJ
चीज,NN
मर,VM
जाहे,VAUX
-,SYM
ऊ,PRP
हे,VM
स्वत्व,NN
स्वाभिमान,NN
आउ,CC
जीये,VM
के,PSP
आत्मानंद,VM
।,SYM
जइसन-तइसन,RB
जे,DEM
तोरा,PRP
पागल,NN
कहो,VM
ओकरा,PRP
तू,PRP
कुछ,QF
मत,NEG
कहू,VM
।,SYM
आज,NST
जे,PRP
तोरा,PRP
जइसन,RB
तइसन,RB
समझ,NN
के,PSP
धुरी,NN
उड़ाबउ,VM
हो,VAUX
ओही,PRP
कल्ह,NST
हाथ,NN
में,PSP
माला,NN
लेले,VM
तोर,PRP
पिछु-पिछु,RB
फिरतोजकत,VM
=,SYM
समान,NN
एक-एक,QC
सुध,NN
एक-एक,QC
बात,NN
आज,NST
काननप्रिया,NNP
के,PSP
माय,NN
से,PSP
दूर,NST
होवे,VM
पर,PSP
याद,NN
आवित,VM
हल,VAUX
।,SYM
ऊ,DEM
याद,NN
आज,NST
ओकरा,PRP
मीठा,JJ
जहर,NN
के,PSP
धूरी,NN
जकत,NN
घायल,NN
कर,VM
रहल,VAUX
हल,VAUX
।,SYM
जगवारी,NN
=,SYM
जगरना,NN
;,SYM
जागरण,NN
सास,NN
ननद,NN
देवरानी,NN
किवाड़,NN
पीट-पीट,VM
के,PSP
हार,NN
गेलन,VM
हल,VAUX
आउ,CC
ई,DEM
सोच,NN
के,PSP
रह,VM
गेलन,VAUX
हल,VAUX
कि,CC
चार-पाँच,QC
रात,NST
के,PSP
बिआह-शादी,NN
में,PSP
जगवारी,NN
के,PSP
कारण,NN
बहू,NN
गहरी,JJ
नींद,NN
में,PSP
बेसुध,RB
हो,VM
गेल,VAUX
होवे,VAUX
।,SYM
जग्ग-परोजन,NN
गनेस,NNP
के,PSP
तूँ,PRP
किरनिये,NN
बुझलऽ,VM
हे,VAUX
?,SYM
ऊ,DEM
देओता,NN
लोग,NN
के,PSP
विनायक,JJ
हे,VM
।,SYM
ओकर,PRP
भाग,NN
तो,RP
देखऽ,VM
!,SYM
जग्ग-परोजन,NN
इया,CC
नया,JJ
काम,NN
में,PSP
हमनी,PRP
के,PSP
पहिले,NST
ओकरे,PRP
पूजा-पाहुर,NN
सब,QF
जगह,NST
होवऽ,VM
हे,VAUX
।,SYM
जजमनका,JJ
बाबा,NN
के,PSP
भरगर,JJ
संबोधन,NN
से,PSP
गेंदा,NNP
पांडे,NNP
पुलपुला,NN
गेला,VM
-,SYM
हाँ,INJ
जजमान,NN
अपने,PRP
ठीके,RB
कहऽ,VM
हथिन,VAUX
।,SYM
हम,PRP
पढ़लिअइ,VM
कहाँ,NST
जजमान,NN
।,SYM
लिख,VM
लोढ़ा,NN
पढ़,VM
पत्थल,NN
रह,VM
गेलिअइ,VAUX
।,SYM
अपने,PRP
नियन
जजमनका,NN
हइ,VM
-,SYM
बाबू-माय,NN
मंदिरे,NN
में,PSP
ठेका,NN
देलका,VM
-,XC
गुरुपिंडा,NN
के,PSP
दरसने,NN
न,NEG
भेल,VM
।,SYM
आउ,CC
हकियो,NN
सरोतरी,NN
बर्हामन,NN
।,SYM
जन्नी-मरद,NN
जन्नी-मरद,RDP
तो,RP
जादे,INJ
बाहरे,NST
हला,VM
मुदा,NN
फलिस्ता,NN
आउ,CC
बूढ़ा-बूढ़ी,NN
काल,NN
के,PSP
गाल,NN
में,PSP
समा,NN
गेला,VM
।,SYM
चिड़ारी,NN
पर,PSP
मुरदा,NN
ला,PSP
जगह,NST
घट,VM
गेल,VAUX
।,SYM
;,SYM
हम,PRP
अभी,NST
चार-पाँच,QC
बच्छर,NN
के,PSP
हूँ,VM
।,SYM
लंगटे
उठलूँ,VM
बिस्टी
सुतले,VM
में,PSP
फेंका,VM
गेल,VAUX
आउ,CC
हग्गे-मूते,NN
ला,PSP
दौड़ल,VM
सिलाव-राजगीर,NN
सड़क,NN
पर,PSP
पहुँच,VM
गेलूँ,VAUX
कि,CC
देखऽ,VM
हियो,VAUX
-,SYM
बाप,NN
रे,INJ
बाप,NN
!,SYM
ढेर,QF
सा,RP
जन्नी-मरद,NN
बूढ़ा,NN
पीठ,NN
पर,PSP
बुतरू,NN
लादले,VM
लबादा,NN
ओढ़ले,VM
चलल,VAUX
जाहे,VAUX
पैदले-पैदले,RB
डोलते-डालते,RB
अहिस्ते-अहिस्ते,RB
।,SYM
जबरजंग,RB
=,SYM
जबर,RB
;,SYM
बरियार,JJ
बलवान,JJ
मजबूत,JJ
भारी,JJ
विशालकाय,JJ
लम्बा-चौड़ा,JJ
अइसन,RB
जबरजंग,NN
के,PSP
अग्याँ,NN
हम,PRP
कब,NST
तक,RP
मानइत,VM
रहम,VAUX
?,SYM
जमनकी,NN
=,SYM
जवान,JJ
स्त्री,NN
इ,DEM
मेलवा,NN
भी,RP
अजब,JJ
बिडंबना,NN
हे,VM
।
सौंसे,QF
बगइचा,NN
में,PSP
अटान,NN
न,NEG
हे,VM
।,SYM
लाल-लाल,JJ
साड़ी,NN
में,PSP
जमनकिन,NN
हका,VM
-,SYM
बूढ़ियन,NN
भी,RP
कम,QF
न,NEG
हका,VM
छौंहिन,NN
घंघरा-चोली,NN
में,PSP
चमकल,RB
चलऽ,VM
हे,VAUX
बढ़-बूढ़ा,NN
भी,RP
चमरौंधा,JJ
जूता,NN
पेहनले,VM
धोती-कुर्ता,NN
फेटा,NN
के,PSP
दमकयले,VM
हकइ,VAUX
।,SYM
जमा-पुँजी,NN
=,SYM
जमा-जत्था,NN
पूरी,JJ
सम्पत्ति,NN
आखिर,RB
तिलक,NN
के,PSP
गुणा-भाग,NN
एक,QC
जगह,NST
बइठ,VM
गेल,VAUX
हल,VAUX
।,SYM
बाबूजी,NN
जी-जान,NN
से,PSP
लग,VM
गेलन,VAUX
हल,VAUX
।,SYM
जइसे-तइसे
करजा-पइँचा,NN
त,RP
कुल,QF
जमा-पुँजी,NN
खरच,VM
करके,VAUX
तिलक,NN
पूरा,VM
होयल,VM
हल,VM
।,SYM
ओकर,PRP
बाप,NN
के,PSP
सारा,QF
खून,NN
जइसे,RB
चुस,VM
गेल,VAUX
हल,VAUX
।,SYM
जमीदारी,NN
इ,DEM
जमीदारी,NN
जुग,NN
हे,VM
।,SYM
अंगरेज,NN
बहादुर,JJ
के,PSP
राज,NN
हे,VM
।,SYM
इ,DEM
मगह,NN
के,PSP
भुच्चड़,JJ
प्रदेश,NN
हे,VM
।,SYM
बाबा,NN
काशी,NNP
आउ,CC
प्रयागराज,NNP
के,PSP
तीरथ,NN
करे,VM
दूसर-तीसर,QO
बरस,NN
जरूर,NN
जा,VM
हका,VAUX
।,SYM
कहथुन,VM
-,SYM
हमन्हीं,PRP
मगहियन,NN
के,PSP
हुआँ,NST
बुड़बक,NN
समझऽ,VM
हइ,VAUX
हो,VAUX
।,SYM
अजोध्या,NNP
जी,RP
में,PSP
महन,NNP
जी,RP
कहथुन,VM
-,SYM
मगह,NNP
के,PSP
लोग,NN
बुड़बकवा,NN
सुक्कुर,NN
के,PSP
कहे,VM
भुरुकवा,NN
।,SYM
जमोटना,NN
जमोट,NN
के,PSP
धर,VM
लेलको,VAUX
अब,NST
नञ्,NEG
उखड़तो,VM
।,SYM
जराको,RB
=,SYM
जरिक्को,RB
;,SYM
जरा,RB
भी,RP
गोर-गोर,JJ
बाभनी,NN
हथुन,VM
त,CC
नरियर,NN
भी,RP
रखले,VM
हथुन,VAUX
।,SYM
तंबाकू,NN
पीये,VM
के,PSP
प्रचलन,NN
हे,VM
।,SYM
तंबाकू,NN
पीये,VM
से,PSP
पेटपीरी,NN
ठीक,RB
हो,VM
जाहे,VAUX
।,SYM
रियाह,NN
के,PSP
दरद,NN
ला,PSP
ठीक,RB
हे,VM
।,SYM
तंबाकू,NN
पीले,VM
जा,VAUX
लाल,JJ
मिरचाइ,NN
खइले,VM
जा,VAUX
खाय,VM
में,PSP
जराको,RB
परहेज,NN
करे,VM
के,PSP
जरूरत,NN
नञ्,NEG
।,SYM
जरी-जरी,QF
~,SYM
बात,NN
में,PSP
जरी-जरी,QF
बात,NN
में,PSP
सरिता,NNP
के,PSP
मार-पीट,NN
होवे,VM
लगल,VAUX
हल,VAUX
।,SYM
घर,NN
से,PSP
चल,VM
जाय,VAUX
आ,CC
जिंदे,JJ
जरावे,VM
के,PSP
धमकी,NN
भी,RP
मिले,VM
लगल,VAUX
हल,VAUX
।,SYM
जलजला,NN
=,SYM
भूकम्प,NN
धरती,NN
डोले,VM
के,RB
लीला,NN
बाद,NST
में,PSP
जानलूँ,VM
।,SYM
मुंगेर,NN
हल,VM
इ,DEM
जलजला,NN
के,PSP
बीच,NST
।,SYM
पइन,JJ
हो,VM
गेल,VAUX
खेत,NN
खेत,NN
हो,VM
गेल,VAUX
पइन,JJ
।,SYM
खेत,NN
में,PSP
रेत,NN
ढेर,QF
हो,VM
गेल,VAUX
।,SYM
जिच,NN
हमरा,PRP
जानते,VM
कोय,WQ
लोकभाषा,NN
के,PSP
साहित्यिक,JJ
भाषा,NN
के,PSP
सरूप,NN
में,PSP
आवे,VM
ले,VAUX
ओकरा,PRP
में,PSP
साहित्य,NN
के,PSP
सब्भे,JJ
विधा,NN
के,PSP
कलमकार,NN
के,PSP
होना,VM
जरूरी,NN
हइ,VAUX
।,SYM
ई,DEM
कहे,VM
में,PSP
हमरा,PRP
कोय,WQ
हिचक,NN
नञ्,INJ
हइ,VM
आउ,CC
नञ्,NEG
अपने,PRP
के,PSP
एकरा,PRP
स्वीकार,NN
करे,VM
में,PSP
कोय,WQ
जिच,NN
होवे,VM
के,PSP
चाही,VAUX
।,SYM
जिनोरा,NN
=,SYM
मकई,NN
~,SYM
के,PSP
दर्रा,NN
भदवे,NN
में,RB
मड़ुआ,NN
के,PSP
रोटी,NN
आउ,CC
मट्ठा,NN
चले,VM
लगल,VAUX
।,SYM
जिनोरा,NN
के,PSP
दर्रा,NN
भी,RP
चले,VM
।,SYM
दाल-भात
दूध-भात
कभी
घटे
न
किसान
घर
।
जिमवारी,NN
दे॰,RP
जिमेवारी,NN
कौस्तुभ,NNP
मणि,NN
आउ,CC
पांचजन्य,JJ
शंख,NN
भी,RP
ओही,PRP
लेलन,VM
।,SYM
उनकर,PRP
त,RP
पाँचो,QC
अंगुरी,NN
घीउ,NN
में,PSP
रहल,VM
।,SYM
तोर,PRP
अक्किल,NN
के,PSP
ताला,NN
ऊ,DEM
घड़ी,NN
काहे,WQ
न,NEG
खुलल,VM
हल,VAUX
?,SYM
काहे,WQ
तूँ,PRP
ऊ,DEM
बेरा,NN
अगराके,RB
कालकूट,NN
जहर,NN
उठा,VM
लेलऽ,VAUX
हल,VAUX
?,SYM
अपने,PRP
इ,DEM
सब,QF
गछले,VM
ही,VAUX
।,SYM
राह,NN
खरचा,VM
नास्ता-पानी,NN
के,PSP
जिमवारी,NN
अपनेहीं,PRP
लेली,VM
हे,VAUX
।,SYM
आठ,QC
बजे,NN
बारात,NN
उहाव,NST
से,PSP
चलत,VM
।,SYM
जिमेवारी,NN
=,SYM
जिम्मेवारी,NN
;,SYM
जिम्मेदारी,NN
महादे,NN
-,SYM
चिढ़ल,JJ
नजर,NN
से,PSP
देखइत,VM
नाच,NN
के,PSP
चरचा,NN
के,PSP
बीच,NST
में,PSP
तूँहीं,PRP
न,RP
बतकुच्चन,NN
आ,VM
उकटा-पुरान,NN
पसारलऽ,VM
हे,VAUX
!,SYM
घर-गिरस्ती,NN
के,PSP
ई,DEM
सब,QF
पचरा,NN
तूँ,PRP
कहाँ,NST
से,PSP
उठा,VM
देलऽ,VAUX
!,SYM
घर,NN
सम्हारे,VM
के,PSP
जिमेवारी,NN
खाली,RB
हमरे,PRP
न,NEG
हल,VM
तोहर,PRP
भी,RP
हल,VM
।,SYM
जुआड़,NN
=,SYM
जुगाड़,NN
पारो,NNP
महतो,NNP
तरमन्ना,NN
में,PSP
ताड़ी,NN
पी,VM
रहल,VAUX
हल,VAUX
ओकर,PRP
औरत,NN
खाना,NN
बनावे,VM
के,PSP
जुआड़,NN
में,PSP
हल,VAUX
आउ,CC
सनिचरी,NN
दरवाजा,NN
पर,PSP
बैठल,VM
हल,VAUX
।,SYM
जुग-जमाना,NN
हमहुँ,PRP
सबके,PRP
रंग-ढंग,NN
देख,VM
रहल,VAUX
ही,VAUX
।,SYM
आन्हर-कोतर,NN
न,NN
ही,VM
।,SYM
कान,NN
में,PSP
ठेपी,NN
लागा,VM
के,PSP
बइठल,VAUX
न,NEG
ही,VAUX
।,SYM
हमरा,PRP
ऊपर,NST
का,WQ
गुजर,VM
रहल,VAUX
हे,VAUX
का,WQ
गुजरत,VM
जुग-जमाना,NN
देख,VM
के,PSP
कदम,NN
बढ़ावे,VM
के,PSP
जरूरत,NN
हे,VAUX
।,SYM
बराती,NN
ले,VM
जाय,VAUX
ला,PSP
ह,VAUX
फौज,NN
न,NEG
।,SYM
जुमना,NN
=,SYM
प्रबंध,NN
या,CC
जुगाड़,NN
हो,VM
सकना,VM
काननप्रिया,NNP
हँसके,RB
कहऽ,VM
हल,VAUX
हम,PRP
मर,VM
जइबइ,VAUX
बाबूजी,NN
।,SYM
ओकर,PRP
मइया,NN
भी,RP
कहऽ,VM
हल,VAUX
मर,VM
जो,VAUX
न,NEG
गे,INJ
।,SYM
असीआर,NN
होइत,VM
हहीं,VAUX
।,SYM
इनका,PRP
से,PSP
कुछो,QF
न,NEG
जुमइत,VM
हइन,VAUX
।,SYM
हमनी,PRP
दूनो,QC
मर,VM
जो,VAUX
।,SYM
बंड-संड,NN
रहतथु,VM
।,SYM
खूब,QF
सौख-मौज,NN
करे,VM
ला,VAUX
होतइन,VAUX
।,SYM
बिआह,NN
काहे,WQ
ला,PSP
कइलऽ,VM
हल,VAUX
।,SYM
ओकर,PRP
बाप,NN
हँसके,RB
कहऽ,VM
हलन,VAUX
दूनो,QC
माय-बेटी,NN
पेर,NN
देलें,NST
।,SYM
कभी,NST
साड़ी,NN
त,CC
कभी,NST
सलवार-कमीज,NN
त,CC
कभी,NST
